,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290
4546,2020,804,UKR,4410,uk,1,22,1,4410,6,0,5,3,3,1,4,2,3,804001
4547,2021,51,ARM,200,hy,2,31,2,200,1,2,2,1,0,-3,5,1,3,51001
4548,2019,196,CYP,1580,el,2,53,3,1580,1,2,6,3,3,1,2,2,3,196001
4549,2020,704,VNM,4470,vi,2,31,2,4470,1,1,3,2,8,2,4,2,0,704001
4550,2021,404,KEN,1240,en,2,32,2,4075,1,0,6,3,11,-3,1,2,2,404005
4551,2018,20,AND,1270,es,2,46,2,1270,4,2,2,1,4,2,3,3,1,20001
4552,2018,604,PER,1270,es,1,30,2,1270,2,1,3,2,6,2,4,2,2,604012
4553,2020,124,CAN,1240,en,2,58,3,1240,1,2,6,3,2,1,3,2,2,124001
4554,2020,716,ZWE,1240,en,2,21,1,3830,1,1,2,1,0,-3,2,2,2,716007
4555,2018,458,MYS,2810,ms,2,29,1,2870,6,0,2,1,4,2,3,1,0,458012
4556,2020,716,ZWE,3830,sn,1,39,2,3830,1,3,3,2,0,-3,5,1,1,716006
4557,2018,586,PAK,4420,ur,2,58,3,3540,1,5,0,1,0,-3,2,1,5,586001
4558,2021,462,MDV,1105,dv,1,66,3,1105,1,3,0,1,-5,-5,4,2,5,462003
4559,2018,344,HKG,790,zh,2,43,2,790,1,3,3,2,0,-3,3,2,0,344001
4560,2018,422,LBN,170,ar,1,27,1,170,6,0,6,3,4,2,2,2,5,-4
4561,2018,218,ECU,1270,es,2,18,1,1270,6,0,4,2,0,-3,3,3,2,218012
4562,2022,528,NLD,1190,nl,1,60,3,1190,1,2,4,2,4,2,4,2,0,528001
4563,2022,703,SVK,3890,sk,2,58,3,3890,4,1,6,3,4,2,3,3,0,703005
4564,2020,124,CAN,1240,en,1,71,3,1240,1,1,4,2,2,3,2,3,2,124001
4565,2017,688,SRB,3780,sr,1,58,3,3780,1,2,6,3,5,2,3,2,3,688001
4566,2020,104,MMR,740,my,2,27,1,740,1,2,3,2,8,2,2,3,7,104001
4567,2018,156,CHN,2870,zh,1,31,2,9060,6,0,2,1,6,-5,4,2,0,156001
4568,2018,586,PAK,4420,ur,1,32,2,3540,1,0,7,3,3,2,2,2,5,586001
4569,2020,762,TJK,4160,tg,1,49,2,4160,1,2,2,1,7,3,4,2,5,762001
4570,2020,364,IRN,3490,fa,2,27,1,3490,1,1,6,3,0,-3,3,1,5,364001
4571,2017,688,SRB,3780,sr,2,70,3,3780,1,1,4,2,-2,-2,3,2,3,688001
4572,2017,643,RUS,3630,ru,2,55,3,3630,5,1,5,3,5,1,4,1,3,643001
4573,2018,360,IDN,1890,id,1,42,2,2030,1,2,1,1,10,2,2,2,5,360004
4574,2021,404,KEN,1240,en,2,30,2,4075,1,4,4,2,4,2,3,2,2,404004
4575,2018,50,BGD,490,bn,2,60,3,490,1,1,0,1,0,-3,3,2,5,50006
4576,2019,392,JPN,2020,ja,1,53,3,2020,1,2,3,2,7,2,4,2,7,-4
4577,2020,554,NZL,1240,en,1,25,1,1240,6,0,6,3,7,2,-1,3,8,-4
4578,2020,124,CAN,1400,fr,2,65,3,1400,1,0,4,2,3,2,3,2,0,124001
4579,2017,300,GRC,1580,el,2,57,3,1580,3,2,1,1,8,2,5,1,3,300001
4580,2018,566,NGA,1240,en,1,25,1,9000,6,0,3,2,0,-3,5,1,2,566999
4581,2020,702,SGP,2870,zh,2,57,3,2870,1,1,3,2,8,2,3,2,7,702004
4582,2018,152,CHL,1270,es,2,43,2,1270,1,2,3,2,8,2,5,1,9,152001
4583,2018,422,LBN,170,ar,1,45,2,170,1,0,6,3,6,2,3,2,1,-4
4584,2018,604,PER,1270,es,2,46,2,1270,1,2,2,1,4,2,4,1,1,604013
4585,2018,792,TUR,4370,tr,2,43,2,-4,1,2,1,1,0,2,2,1,5,-5
4586,2018,76,BRA,3530,pt,1,22,1,3530,1,0,2,1,5,2,5,1,2,76001
4587,2020,702,SGP,1240,en,1,47,2,2870,1,2,5,3,6,2,4,2,7,702004
4588,2017,68,BOL,1270,es,2,35,2,1270,1,5,1,1,0,-3,3,1,8,68002
4589,2022,203,CZE,1040,cs,2,51,3,1040,2,2,5,3,1,1,3,2,0,203003
4590,2017,688,SRB,3780,sr,1,28,1,3780,1,1,8,3,1,2,2,2,3,688001
4591,2018,484,MEX,1270,es,1,47,2,1270,3,1,6,3,6,2,2,2,1,484002
4592,2018,604,PER,1270,es,2,58,3,1270,1,4,3,2,4,-1,3,-1,2,604013
4593,2023,356,IND,1740,hi,2,40,2,1740,1,3,3,2,9,2,4,1,6,356017
4594,2018,20,AND,810,ca,2,31,2,1270,6,0,3,2,5,2,3,2,0,20001
4595,2018,152,CHL,1270,es,2,54,3,1270,1,2,3,2,4,2,4,1,0,152001
4596,2018,792,TUR,4370,tr,2,55,3,-4,1,2,2,1,0,-3,4,2,5,-5
4597,2020,554,NZL,1240,en,1,62,3,1240,1,3,5,3,4,2,-5,3,-5,-4
4598,2017,840,USA,1240,en,1,39,2,1240,6,0,6,3,-3,2,3,1,0,840001
4599,2019,158,TWN,2870,zh,2,39,2,2870,3,1,5,3,3,2,3,2,9,158002
4600,2017,840,USA,1240,en,1,39,2,9000,6,0,6,3,1,2,4,1,2,840001
4601,2020,716,ZWE,1240,en,2,48,2,3200,5,2,1,1,8,2,5,1,5,716007
4602,2018,400,JOR,170,ar,2,55,3,170,3,1,5,3,1,-2,3,2,5,-4
4603,2018,20,AND,810,ca,1,50,3,810,2,1,6,3,2,1,2,3,1,20001
4604,2020,704,VNM,4470,vi,2,20,1,4470,6,0,6,3,0,-3,4,2,0,704001
4605,2022,826,GBR,1240,en,1,63,3,1240,1,-4,4,2,1,2,-4,2,8,826100
4606,2018,20,AND,1270,es,2,33,2,3530,1,1,4,2,5,2,4,2,1,20001
4607,2021,51,ARM,200,hy,2,61,3,200,1,1,5,3,6,-3,4,1,3,51001
4608,2018,218,ECU,1270,es,2,26,1,1270,1,2,6,3,0,-3,4,2,1,218011
4609,2020,124,CAN,1240,en,1,86,3,1240,5,4,7,3,1,2,2,3,2,124001
4610,2018,642,ROU,3580,ro,2,40,2,3580,6,0,3,2,0,-3,4,2,3,642005
4611,2020,124,CAN,1240,en,1,19,1,790,6,0,4,2,0,-3,4,2,1,124009
4612,2020,762,TJK,4160,tg,1,39,2,4160,1,4,-2,-2,1,1,2,1,5,762001
4613,2018,792,TUR,4370,tr,2,25,1,-4,1,0,1,1,5,1,2,2,5,-5
4614,2018,410,KOR,2390,ko,1,62,3,2390,1,3,3,2,4,3,3,1,0,410004
4615,2020,124,CAN,1240,en,1,58,3,1240,6,0,5,3,2,1,2,3,0,124001
4616,2018,630,PRI,1270,es,2,53,3,1270,1,2,6,3,1,2,2,2,1,630001
4617,2021,504,MAR,170,ar,1,22,1,170,6,0,3,2,0,2,4,2,5,504005
4618,2021,462,MDV,1105,dv,2,29,1,1105,1,1,2,1,0,-3,2,3,0,462003
4619,2020,124,CAN,1240,en,2,20,1,1240,2,0,3,2,1,2,4,1,1,124012
4620,2020,124,CAN,1240,en,1,53,3,1240,1,2,6,3,4,2,4,2,2,124001
4621,2018,764,THA,4230,th,2,53,3,1260,1,2,1,1,8,-2,5,2,7,764001
4622,2017,68,BOL,1270,es,1,25,1,1270,6,0,2,1,8,2,1,3,1,68002
4623,2018,586,PAK,4420,ur,2,45,2,3860,1,4,0,1,0,3,3,2,5,586004
4624,2018,276,DEU,1530,de,1,73,3,1530,1,2,3,2,6,2,4,1,0,-4
4625,2018,360,IDN,1890,id,1,37,2,2030,1,3,3,2,4,2,4,2,5,360004
4626,2019,196,CYP,1580,el,1,61,3,1580,1,3,3,2,6,2,4,1,3,196001
4627,2018,156,CHN,2870,zh,1,31,2,9060,1,1,6,3,10,-5,5,1,0,156001
4628,2018,218,ECU,1270,es,2,37,2,1270,1,1,2,1,0,-3,3,2,0,218013
4629,2020,558,NIC,1270,es,2,34,2,1270,1,2,2,1,8,2,1,1,8,558999
4630,2019,788,TUN,170,ar,2,20,1,4360,6,0,2,1,5,2,3,2,5,788005
4631,2018,630,PRI,1270,es,2,26,1,1270,2,2,5,3,7,2,5,1,2,630012
4632,2017,32,ARG,1270,es,1,24,1,1270,1,2,2,1,8,2,4,2,1,32003
4633,2022,858,URY,1270,es,2,65,3,1270,3,4,1,1,5,2,5,1,2,858100
4634,2018,764,THA,4230,th,2,60,3,4230,4,3,1,1,4,-2,3,2,7,764001
4635,2018,422,LBN,170,ar,2,29,1,170,6,0,3,2,3,2,3,2,5,-4
4636,2018,276,DEU,1530,de,2,39,2,1530,6,4,3,2,6,2,3,1,0,-4
4637,2020,364,IRN,3490,fa,2,40,2,3490,1,1,6,3,1,1,4,1,5,364001
4638,2022,203,CZE,1040,cs,2,48,2,1040,1,2,3,2,4,2,3,2,1,203003
4639,2018,400,JOR,170,ar,1,19,1,170,6,0,3,2,0,-3,3,2,5,-4
4640,2017,643,RUS,3630,ru,2,74,3,3630,5,1,4,2,9,1,4,2,3,643001
4641,2022,434,LBY,170,ar,2,38,2,170,1,4,3,2,0,-3,4,3,5,434005
4642,2020,231,ETH,4270,tig,1,38,2,4260,1,3,1,1,4,2,2,2,3,231002
4643,2017,840,USA,1270,es,2,30,2,1270,1,2,3,2,-3,3,3,2,8,840004
4644,2019,392,JPN,2020,ja,2,51,3,2020,1,1,5,3,3,2,2,3,0,-4
4645,2018,566,NGA,1240,en,2,19,1,1850,6,0,2,1,0,-3,3,2,1,566003
4646,2022,860,UZB,4450,uz,2,28,1,4450,1,2,6,3,1,1,2,2,1,860007
4647,2018,76,BRA,3530,pt,2,23,1,3530,2,0,6,3,1,1,3,-1,2,76001
4648,2020,124,CAN,1240,en,1,34,2,1240,1,1,5,3,1,1,1,3,1,124001
4649,2022,860,UZB,4450,uz,1,57,3,4450,1,4,6,3,1,1,4,2,1,860007
4650,2018,344,HKG,790,zh,2,50,3,790,1,2,3,2,4,2,3,2,0,344001
4651,2020,124,CAN,1240,en,2,43,2,1240,2,2,3,2,5,2,4,2,0,124001
4652,2018,156,CHN,2870,zh,2,59,3,9060,1,1,1,1,9,-5,4,1,0,156001
4653,2020,558,NIC,1270,es,1,49,2,1270,1,3,3,2,4,3,4,2,1,558001
4654,2018,368,IRQ,170,ar,1,60,3,170,1,7,3,2,3,1,3,2,5,368001
4655,2018,360,IDN,1890,id,1,38,2,4040,1,1,1,1,7,1,4,1,5,360005
4656,2018,344,HKG,790,zh,2,71,3,790,1,0,6,3,2,2,3,2,0,344001
4657,2020,417,KGZ,2310,ky,2,64,3,2310,5,5,2,1,7,2,3,2,5,417001
4658,2021,51,ARM,200,hy,2,41,2,200,2,2,5,3,4,-3,4,1,3,51001
4659,2018,630,PRI,1270,es,1,23,1,1270,6,0,6,3,5,2,3,2,1,630001
4660,2020,124,CAN,1240,en,1,23,1,1240,6,0,5,3,1,3,3,1,0,124001
4661,2018,276,DEU,1530,de,1,75,3,1530,1,2,7,3,1,2,3,2,0,-4
4662,2022,703,SVK,3890,sk,2,60,3,3890,1,2,2,1,7,2,3,2,1,703005
4663,2018,484,MEX,1270,es,2,53,3,1270,1,3,-2,-2,-2,-2,-2,2,1,484001
4664,2020,554,NZL,1240,en,1,46,2,1240,1,3,3,2,2,2,-1,3,0,-4
4665,2020,231,ETH,140,am,2,30,2,140,1,4,2,1,0,-3,3,1,5,231001
4666,2020,124,CAN,1400,fr,1,63,3,1400,2,1,6,3,2,1,3,2,1,124001
4667,2022,858,URY,1270,es,1,62,3,1270,3,2,3,2,6,2,2,2,0,858100
4668,2018,422,LBN,170,ar,1,26,1,170,6,0,2,1,8,2,4,2,5,-4
4669,2020,104,MMR,740,my,1,18,1,740,6,0,1,1,10,2,3,2,0,104001
4670,2019,446,MAC,2870,zh,2,21,1,790,6,0,3,2,0,-5,3,2,0,446006
4671,2018,400,JOR,170,ar,2,51,3,170,1,7,0,1,0,-3,4,1,5,-4
4672,2020,554,NZL,1240,en,1,45,2,1240,1,3,4,2,6,2,-1,2,8,-4
4673,2019,446,MAC,2870,zh,2,25,1,790,6,0,6,3,1,2,2,2,0,446006
4674,2018,76,BRA,3530,pt,2,73,3,3530,5,2,1,1,7,-2,-1,1,1,76001
4675,2017,840,USA,1240,en,1,23,1,1240,6,0,4,2,7,3,4,2,0,840004
4676,2021,862,VEN,1270,es,1,20,1,1270,6,1,4,2,8,2,4,1,1,862001
4677,2018,360,IDN,1890,id,2,22,1,9000,6,0,0,1,10,2,5,1,1,360021
4678,2017,68,BOL,1270,es,1,18,1,1270,6,0,3,2,8,2,3,3,1,68003
4679,2018,422,LBN,170,ar,1,30,2,170,1,1,5,3,3,2,3,1,1,-4
4680,2021,862,VEN,1270,es,2,18,1,1270,6,0,3,2,4,2,4,2,1,862001
4681,2019,608,PHL,4210,tsg,1,34,2,4210,1,5,0,1,8,2,3,2,5,608031
4682,2019,788,TUN,170,ar,1,50,3,4360,1,2,3,2,1,1,2,2,5,788005
4683,2019,788,TUN,170,ar,2,29,1,4360,1,1,4,2,0,-3,3,2,5,788005
4684,2022,703,SVK,3890,sk,1,20,1,3890,6,0,3,2,0,-3,-2,2,0,703005
4685,2020,124,CAN,1240,en,2,41,2,2870,1,2,6,3,3,1,3,2,2,124009
4686,2017,300,GRC,1580,el,1,85,3,1580,1,2,1,1,8,2,4,1,3,300001
4687,2018,152,CHL,1270,es,2,24,1,1270,1,0,3,2,0,-3,5,1,0,152001
4688,2019,392,JPN,2020,ja,1,45,2,2020,3,1,6,3,1,2,2,3,0,-4
4689,2017,300,GRC,1580,el,2,75,3,1580,5,2,1,1,10,2,4,2,3,300001
4690,2020,231,ETH,140,am,1,45,2,140,5,6,0,1,9,3,3,1,3,231001
4691,2022,203,CZE,1040,cs,2,30,2,1040,6,0,3,2,3,2,3,3,0,203003
4692,2018,410,KOR,2390,ko,2,59,3,2390,1,1,3,2,-3,-3,3,2,7,410004
4693,2022,528,NLD,1190,nl,2,54,3,1190,1,0,-2,-2,1,-2,2,2,0,528001
4694,2018,344,HKG,790,zh,2,50,3,790,1,0,3,2,2,2,2,2,2,344001
4695,2017,840,USA,1240,en,2,22,1,9000,6,0,6,3,2,2,3,2,3,840001
4696,2017,840,USA,1240,en,1,64,3,1240,1,3,8,3,6,1,2,2,1,840001
4697,2020,554,NZL,1240,en,2,70,3,1240,4,2,7,3,3,1,4,2,-5,-4
4698,2017,300,GRC,1580,el,2,53,3,1580,1,2,6,3,3,2,3,2,3,300001
4699,2018,630,PRI,1270,es,1,58,3,1270,1,2,6,3,1,2,2,2,1,630013
4700,2020,554,NZL,1240,en,1,61,3,1240,1,2,7,3,2,1,2,-5,8,-4
4701,2020,558,NIC,1270,es,2,47,2,1270,1,4,1,1,5,2,5,3,8,558001
4702,2018,170,COL,1270,es,1,24,1,1270,6,1,-1,-1,0,3,5,1,0,170011
4703,2019,392,JPN,2020,ja,1,72,3,2020,5,2,6,3,2,2,4,1,7,-4
4704,2020,417,KGZ,2310,ky,1,54,3,2310,1,3,4,2,9,2,4,1,5,417001
4705,2018,792,TUR,4370,tr,2,26,1,-4,6,0,6,3,3,2,3,2,5,-5
4706,2020,702,SGP,1240,en,2,69,3,1240,6,0,2,1,3,2,4,2,7,702004
4707,2020,231,ETH,3390,om,2,25,1,3390,1,3,0,1,0,3,3,3,5,231003
4708,2017,300,GRC,1580,el,1,67,3,1580,1,2,1,1,6,2,4,2,3,300001
4709,2017,300,GRC,1580,el,2,24,1,1580,2,0,3,2,4,2,5,1,3,300001
4710,2017,840,USA,1240,en,1,64,3,1240,2,2,3,2,-3,2,3,1,1,840001
4711,2022,434,LBY,170,ar,2,41,2,170,6,0,5,3,1,1,2,2,5,434005
4712,2020,320,GTM,1270,es,1,20,1,1270,6,0,3,2,8,-2,3,2,1,320005
4713,2020,554,NZL,1240,en,2,58,3,1240,1,2,0,1,0,2,-1,1,0,-4
4714,2020,702,SGP,1240,en,1,36,2,2870,1,3,5,3,6,2,5,1,0,702004
4715,2021,51,ARM,200,hy,1,84,3,200,5,4,5,3,6,1,4,2,0,51001
4716,2017,840,USA,1240,en,1,42,2,1270,1,2,3,2,2,2,2,2,1,840004
4717,2018,50,BGD,490,bn,2,25,1,490,1,3,0,1,0,-3,3,2,5,50006
4718,2018,458,MYS,2810,ms,2,38,2,2870,1,2,4,2,2,2,1,3,0,458012
4719,2021,51,ARM,200,hy,2,57,3,200,1,3,3,2,10,-3,3,2,3,51001
4720,2018,218,ECU,1270,es,2,43,2,1270,6,2,1,1,4,-2,3,1,1,218012
4721,2020,124,CAN,1400,fr,2,52,3,1400,2,2,4,2,5,2,2,2,0,124001
4722,2022,528,NLD,1190,nl,1,36,2,1190,2,1,6,3,1,2,3,2,0,528001
4723,2017,688,SRB,3780,sr,2,31,2,3780,1,2,8,3,1,1,3,2,3,688001
4724,2020,417,KGZ,2310,ky,1,39,2,2310,1,3,6,3,3,2,2,2,5,417001
4725,2018,156,CHN,2870,zh,1,29,1,9060,6,0,6,3,4,1,2,3,0,156001
4726,2020,231,ETH,4270,tig,1,38,2,4260,6,0,3,2,6,3,3,2,3,231002
4727,2019,788,TUN,170,ar,2,27,1,4360,6,3,4,2,-5,-2,2,3,5,788005
4728,2018,458,MYS,2810,ms,2,66,3,1240,3,1,6,3,1,2,2,3,9,458014
4729,2020,558,NIC,1270,es,2,44,2,1270,1,2,1,1,5,-3,5,1,8,558001
4730,2020,702,SGP,2870,zh,1,74,3,2870,1,2,6,3,1,1,3,2,0,702004
4731,2022,703,SVK,3890,sk,1,73,3,3890,5,3,1,1,9,-1,4,2,0,703005
4732,2021,404,KEN,1240,en,1,25,1,2280,1,1,4,2,8,2,3,2,2,404003
4733,2018,566,NGA,1240,en,2,27,1,1850,6,0,7,3,2,2,2,3,1,566003
4734,2022,858,URY,1270,es,2,65,3,1270,5,3,1,1,-2,-2,4,1,1,858100
4735,2020,364,IRN,3490,fa,2,18,1,3490,6,0,3,2,0,-3,3,2,5,364001
4736,2021,504,MAR,170,ar,2,35,2,1695,1,2,0,1,8,3,3,2,5,504005
4737,2020,558,NIC,1270,es,2,25,1,1270,2,2,1,1,0,2,4,1,1,558001
4738,2019,392,JPN,2020,ja,1,27,1,2020,6,0,5,3,6,2,3,1,0,-4
4739,2018,156,CHN,2870,zh,1,55,3,9060,1,1,1,1,-2,2,5,1,7,156001
4740,2018,36,AUS,1240,en,2,51,3,1240,1,2,6,3,1,1,3,2,1,36001
4741,2022,858,URY,1270,es,2,44,2,1270,1,2,6,3,1,-2,4,2,0,858100
4742,2018,642,ROU,3580,ro,1,26,1,3580,-2,0,6,3,-2,2,2,3,3,642005
4743,2019,158,TWN,2870,zh,2,37,2,2870,2,0,7,3,1,1,3,2,2,158001
4744,2022,528,NLD,1190,nl,1,66,3,1190,1,1,6,3,6,3,3,2,0,528001
4745,2021,51,ARM,200,hy,1,33,2,200,5,0,3,2,7,-3,2,3,0,51001
4746,2022,826,GBR,1240,en,1,30,2,1240,2,-4,2,1,8,1,-4,2,0,826100
4747,2018,50,BGD,490,bn,1,28,1,490,1,1,3,2,4,2,3,2,5,50006
4748,2020,496,MNG,3030,mn,1,19,1,3030,6,0,3,2,0,-3,2,2,7,496001
4749,2020,417,KGZ,3630,ru,2,45,2,3630,6,0,3,2,7,2,4,1,0,417003
4750,2019,446,MAC,2870,zh,2,-5,-5,790,1,1,6,3,3,2,2,2,0,446006
4751,2020,124,CAN,1240,en,1,18,1,1240,6,0,3,2,4,2,4,2,8,124001
4752,2018,484,MEX,1270,es,2,20,1,1270,1,2,3,2,-2,-2,4,2,1,484002
4753,2022,434,LBY,170,ar,2,68,3,170,1,3,5,3,3,1,3,2,5,434005
4754,2022,826,GBR,1240,en,2,54,3,1240,3,-4,2,1,4,-2,-4,2,1,826100
4755,2018,586,PAK,4420,ur,2,19,1,3720,6,0,3,2,0,-3,5,1,5,586008
4756,2018,156,CHN,2870,zh,1,46,2,9060,1,1,6,3,3,-5,3,2,0,156001
4757,2018,156,CHN,2870,zh,2,50,3,9060,1,2,0,1,7,-5,5,1,0,156001
4758,2022,909,NIR,1240,en,1,53,3,1240,6,-4,2,1,8,-3,-4,-1,1,909003
4759,2020,124,CAN,1240,en,1,46,2,1240,1,2,7,3,1,1,2,2,4,124001
4760,2018,792,TUR,4370,tr,2,19,1,-4,6,0,3,2,0,2,2,2,5,-5
4761,2019,446,MAC,2870,zh,2,21,1,790,6,0,3,2,11,1,3,2,0,446006
4762,2020,496,MNG,3030,mn,1,28,1,3030,2,2,7,3,3,3,3,3,0,496001
4763,2020,716,ZWE,3830,sn,2,35,2,3830,1,6,2,1,4,2,3,2,1,716006
4764,2017,32,ARG,1270,es,2,35,2,1270,1,3,1,1,0,2,5,1,2,32002
4765,2019,158,TWN,2870,zh,2,67,3,4150,3,3,3,2,3,1,2,1,0,158002
4766,2018,792,TUR,4370,tr,1,26,1,-4,1,0,1,1,5,1,3,2,5,-5
4767,2018,398,KAZ,3630,ru,2,50,3,3630,1,2,5,3,4,-2,3,2,3,398032
4768,2019,196,CYP,4370,tr,1,42,2,4370,1,0,8,3,-2,1,3,2,5,196001
4769,2018,458,MYS,2810,ms,2,39,2,2810,1,2,4,2,2,2,4,2,5,458004
4770,2017,643,RUS,3630,ru,1,39,2,3630,3,0,4,2,6,2,4,2,3,643001
4771,2018,792,TUR,4370,tr,2,24,1,-4,1,0,3,2,0,-3,2,2,5,-5
4772,2018,458,MYS,2810,ms,2,71,3,2870,1,2,6,3,3,1,2,1,7,458012
4773,2018,818,EGY,170,ar,2,25,1,170,1,3,3,2,0,-3,5,-2,5,818001
4774,2018,458,MYS,2810,ms,1,32,2,2810,6,0,6,3,1,1,2,2,5,458004
4775,2018,604,PER,1270,es,1,43,2,1270,2,2,3,2,9,2,5,2,1,604012
4776,2017,643,RUS,3630,ru,2,70,3,3630,5,1,5,3,5,2,5,1,3,643001
4777,2018,218,ECU,1270,es,2,28,1,1270,2,2,5,3,3,1,3,3,1,218012
4778,2017,300,GRC,1580,el,2,67,3,1580,5,1,1,1,9,2,-1,-1,3,300001
4779,2022,860,UZB,4450,uz,2,44,2,4450,1,3,7,3,9,1,3,2,1,860007
4780,2020,704,VNM,4470,vi,1,26,1,4470,6,0,5,3,6,2,3,2,0,704001
4781,2018,360,IDN,1890,id,2,52,3,460,1,4,2,1,10,2,2,1,2,360008
4782,2019,788,TUN,170,ar,2,53,3,4360,5,3,1,1,0,2,3,1,5,788005
4783,2018,344,HKG,790,zh,1,56,3,790,6,0,6,3,3,-2,2,2,0,344001
4784,2022,203,CZE,1040,cs,2,35,2,1040,6,2,3,2,1,1,2,3,0,203003
4785,2018,630,PRI,1270,es,1,65,3,1270,1,7,1,1,7,2,3,1,2,630013
4786,2021,504,MAR,170,ar,1,65,3,170,1,1,0,1,4,2,2,2,5,504005
4787,2018,458,MYS,2810,ms,2,29,1,1240,1,3,4,2,1,2,2,3,7,458012
4788,2017,68,BOL,1270,es,2,55,3,1270,5,4,3,2,5,3,3,2,1,68001
4789,2019,392,JPN,2020,ja,2,46,2,2020,1,1,5,3,3,2,4,-1,0,-4
4790,2018,360,IDN,1890,id,2,63,3,2030,5,4,1,1,4,2,5,1,5,360004
4791,2020,702,SGP,1240,en,1,69,3,1240,1,2,6,3,1,2,3,1,7,702004
4792,2017,840,USA,1240,en,1,80,3,1240,3,0,3,2,-3,2,3,2,1,840001
4793,2017,68,BOL,1270,es,2,19,1,1270,6,0,3,2,-1,2,3,1,1,68002
4794,2020,702,SGP,1240,en,2,23,1,1240,6,0,6,3,0,-3,2,2,0,702004
4795,2020,804,UKR,4410,uk,2,36,2,4410,1,2,3,2,7,-5,5,1,3,804001
4796,2020,417,KGZ,2310,ky,2,55,3,2310,1,3,2,1,0,-3,4,1,5,417001
4797,2020,320,GTM,1270,es,2,38,2,1270,5,2,6,3,1,2,3,2,1,320003
4798,2018,410,KOR,2390,ko,2,62,3,2390,1,2,6,3,-3,-3,2,2,7,410004
4799,2018,484,MEX,1270,es,1,29,1,1270,2,2,3,2,9,3,4,1,1,484003
4800,2019,788,TUN,170,ar,2,25,1,4360,6,0,7,3,0,-3,2,3,5,788005
4801,2020,762,TJK,4160,tg,2,21,1,4160,6,0,5,3,11,-2,2,3,5,762001
4802,2018,170,COL,1270,es,1,21,1,1270,6,0,3,2,7,2,3,3,0,170011
4803,2019,788,TUN,170,ar,1,23,1,4360,6,6,3,2,-2,-2,2,2,5,788005
4804,2018,422,LBN,170,ar,1,30,2,170,6,0,3,2,3,2,2,2,1,-4
4805,2018,218,ECU,1270,es,1,35,2,1270,4,0,3,2,7,1,5,2,0,218012
4806,2022,858,URY,1270,es,1,58,3,1270,1,3,7,3,3,1,3,2,0,858100
4807,2019,392,JPN,2020,ja,2,42,2,2020,1,2,6,3,7,2,5,1,9,-4
4808,2021,404,KEN,1240,en,2,24,1,4075,1,1,4,2,4,2,4,2,1,404005
4809,2018,170,COL,1270,es,2,26,1,1270,6,0,-1,-1,0,3,5,2,0,170011
4810,2020,320,GTM,1270,es,2,29,1,1270,6,1,6,3,2,1,3,2,2,320003
4811,2022,858,URY,1270,es,2,39,2,1270,4,2,3,2,5,2,3,2,0,858103
4812,2018,792,TUR,4370,tr,2,55,3,-4,1,2,3,2,8,2,3,2,5,-5
4813,2018,458,MYS,2810,ms,2,43,2,2810,5,2,2,1,0,1,3,1,5,458004
4814,2018,422,LBN,170,ar,2,26,1,170,6,0,6,3,3,2,3,2,5,-4
4815,2020,496,MNG,3030,mn,2,43,2,3030,2,2,1,1,5,1,4,2,0,496016
4816,2022,528,NLD,1190,nl,1,78,3,1190,5,3,5,3,3,1,2,2,1,528001
4817,2018,398,KAZ,3630,ru,2,66,3,310,3,1,2,1,3,1,4,2,5,398021
4818,2021,504,MAR,170,ar,1,22,1,170,6,0,4,2,5,2,3,2,5,504005
4819,2018,36,AUS,1240,en,2,52,3,1240,1,3,3,2,3,2,3,2,1,36001
4820,2020,702,SGP,2870,zh,1,37,2,2870,1,2,8,3,1,2,4,3,0,702004
4821,2020,124,CAN,1240,en,2,23,1,1400,6,0,6,3,1,2,2,2,0,124001
4822,2017,840,USA,1240,en,2,28,1,1240,6,0,5,3,1,1,3,2,0,840005
4823,2022,528,NLD,1190,nl,1,19,1,1190,6,0,4,2,6,-2,3,3,0,528001
4824,2020,124,CAN,1400,fr,2,53,3,1240,1,2,7,3,1,1,3,2,1,124001
4825,2021,862,VEN,1270,es,2,41,2,1270,4,1,6,3,4,2,3,2,8,862001
4826,2020,320,GTM,1270,es,2,51,3,1270,1,5,3,2,4,2,3,1,2,320004
4827,2018,484,MEX,1270,es,1,28,1,1270,6,0,4,2,4,2,5,1,1,484002
4828,2020,417,KGZ,3630,ru,2,26,1,3630,1,1,7,3,1,-1,2,2,5,417001
4829,2018,36,AUS,1240,en,1,68,3,1240,1,2,4,2,1,2,2,2,0,36001
4830,2022,703,SVK,3890,sk,1,71,3,1770,1,3,3,2,8,2,5,1,1,703006
4831,2022,826,GBR,1240,en,2,37,2,1240,2,-4,6,3,1,2,-4,3,0,826100
4832,2017,840,USA,1240,en,1,65,3,1240,1,2,6,3,4,2,2,3,2,840001
4833,2018,368,IRQ,170,ar,1,18,1,170,6,0,3,2,0,-3,4,1,5,368001
4834,2017,643,RUS,3630,ru,1,36,2,3630,1,2,3,2,5,1,4,2,0,643001
4835,2019,196,CYP,4370,tr,2,24,1,4370,6,0,6,3,0,-2,2,3,5,196001
4836,2018,566,NGA,1240,en,2,38,2,1240,1,3,4,2,2,2,2,2,2,566003
